Message,Value
can`t wait to crack it open and no doubt will learn from it as well as support my evangelizing cubicle-freedom-ness!,1
sad,-1
Lol it went okay! As,1
cry,-1
About to go eat breakfast at jay jays cafe with my one and only,0
stepped,-1
headache,-1
****,-1
Happy as can be!,1
broke,-1
"Headaches suck, especially stress related ones. I used to get those a lot.  <3",0
like La,1
its soo sweet!,1
chili cheese fries a bad idea for lunch..,-1
i love,1
you`re not gonna paint me? oh well  ;),0
just joined Twitter...     Hiya world,0
Indeed I did get your song however am unable to listen.,0
But I can`t.,-1
"feeling better, still coughing. : / not moving on yet. its impossible.",0
a little scared.,-1
tell your grandmother i say hello,0
Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,0
eels slightly better but **** i sure do miss him.....he`s going to be so hard to get over......  i messed it up ...donuts=comfort,0
I need to get some shut eye... But I just can`t let`s try 1 more time. Ta Ta Twitterworld,0
DANG...when did they plant those thorny bushes there? OUCH...no kitty hugs today,0
"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We`re such cry babies. Love her.",0
can`t wait for Daughtry`s new album!,1
busy,-1
lot funnier,1
"Like double posting on twitter?  ;)  lol.  Not me, I don`t take anything",0
my friday feels boring too.,-1
r fun,1
"fair enough. actually, you dont have to give me x-men.  mad max will do me fine",1
t. Ew,-1
depress,-1
but not doing a follow-up,-1
"No fair,",-1
starting off my day with a little Northern Light,0
tired,-1
Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad,0
i love,1
There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,1
boring,-1
hardly recognize or read it back,-1
Y is it when I luv someone I fear them?,0
great,1
down,-1
beautiful,1
fun,1
love,1
thank you,1
"at least its legal , here in kuwait if u weren`t driving SUV then u will get a ticket with big smile",0
....yup stil at work,0
"Oh I love `em, but when I think about the kind of preservatives they`re using to stay 'just-baked' it kinda makes me sick",0
Today was successful.,1
e isn`t legal,-1
"IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF",0
Nope!  She can travel all she wants when SHE can pay for it.,0
Good morning David! Happy Mother`s Day to your mom lol. Too bad u can`t be with her. She is so awesome!,0
My sunglasses broke,0
is up with a nasty cough i cant be sick,-1
"Really enjoyed Star Trek - great movie, amazing special effects. Definately recommend",1
lovely!,1
wonderful,1
Blockbuster.c,1
lovely,1
who what?  call me,0
****,-1
So jealous im not at asylum right now,-1
just giving shouts to all my peoples in Twitterville,0
Pwnd from all sides,0
"today is maintenance day for me, my flat and my blog...yeahhhh a lot of little works",0
"#NHL Not a fan of either team, my head says Detroit, my feet say the Pens my heart doesn`t care   GO KINGS in 2009/2010",0
"you have been busy, have a lovely time",1
He`s totally putting my mind at ease,1
'problem',-1
"It`s this year. Can`t catch it, won`t be in NY till Oct 2010.",0
Oh sure . Thx,1
I can`t comment directly to someone...... and I`m here all alone,0
Is responding to an email.,0
i don`t even know what sporting social enterprise means....,0
you were great. just awesome. i was crying cuz i wanted to be there so bad,0
d welcome,1
Romantic evening in with papa murphys and 'battle BC' from the history channel,1
do you really smoke???,0
Bloody sunburned,-1
"o good foods, good music, great weather!",1
awwww... I`m sorry! I changed the picture... just for you! Because you rock like that!,0
ohhh that cant be very fun    but hell you manned it up!!   looks like you got some **** done tod,-1
not gonna ask what a boom boom is!  morning.,0
like you said you would! I wish you aswered my calls  it cost me,1
****,-1
so close to tennessee,0
Yeaup. I was gonna tell ya that,0
hard,-1
"you need to play something from Mary Poppins at them, everyone knows that`s how rooms get tidy",0
disproves,-1
gr8!,1
wonderful!,1
sick,-1
shut up.,-1
guess Ill drive it back nine hours,0
o jealous,-1
- I`m not letting Reach sink. Thats for sure. I`m still presenting and joint HON! Owens Mon 8pm-10pm & I`m Sat 2pm-4pm,0
Wishes,1
#test SEO SMO marketing  try it,0
"**** another day at the office, the sun is bursting from the sky...and the women are eh well...back to the keyboard",0
rushing to sitter to pick up my 103F-fevered preschooler,0
you didn`t give out #followfriday advice like i told you?,0
sadly,-1
but i juss cantt sleepp.! omq,-1
awesome.,1
**** you tedtalks!,-1
Had a totally chilled out day relaxing in the garden in the lovely weather. Shame I have to go to work tomorrow,0
"e,so far so good",1
Good for you Rachel.,1
screwed!,-1
I already miss my Mohawk.,-1
only got 22.90 in tips last night.. (N) but he earned bulk money anywho,0
we have wasted our vacation money,-1
Listening to Lady Gaga... Relatives just left after our Mother`s Day celebration,0
I`m so poor.,-1
I just spit my drink out!,-1
Thank you so much,1
Ahh! normally I would jump at that but i`m manning the office solo today,0
great,1
Its not nice,-1
One of my favorite WKP songs!,1
feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love yout,0
painting,0
"oh nos, what happened",0
I know you`re excited -,1
so hard,-1
About to clock into work,0
now we are also on twitter  follow us to know the latest!,0
sux,-1
Mr Tweet I think,0
miss jo,-1
"This is for nicole Ã¯Â¿Â½ Its raining, make sure you bring an umbrellaÃ¯Â¿Â½ See its not about the pack train I`m on today",0
"sorry,",-1
"Texas Chainsaw Massacre: The Next Generation. Tis nothing, but pure insanity. Can I have the title of Queen of watching bad horror films?",0
misse,-1
Wonderful,1
who goes bowling anymore?... me and my friends,0
I`m just following you because we`re both wearing Converse,0
"mad,",-1
its brokey,0
"had a fun time at the concert!  almost got a picture with Taylor Momsen, freakin next in line then she left!",1
i`m happy,1
finally synced iPod,0
"if you register now, you`ll be able to buy in pre-presale next year. Saturday`s gonna be mayhem on internet, wake up early girl",0
1 dont really mean anything to me anymore,-1
im home!  videoke at Funtime.. yey! got loads of tickets! nyahahaha!,0
Nothing like waking up slow in the morning. Docs appt today.,0
Tanya is jealous because I`m Mike`s new favorite  It`s because he tried to kiss me over the weekend.,0
disturbed,-1
Sad,-1
"Ã¯Â¿Â½Ã¯Â¿Â½h. iÃ¯Â¿Â½m gonna go in the 'big' house now, borrow my sis guitar and play and maybe write",0
fresh air,1
nooobody would watch it w/me,-1
Sleeeeeeeepy.... I`m off... Goodnight twitterverse!,0
go into an anti-gravity chamber then you can tell gravity to suck it.,0
off to friendss,0
http://twitpic.com/4we51 - summer is here.,0
love you so much!!!,1
Boo Im lonely and bored,-1
hurts,-1
"Off to the Dream World to battle the evil Spork Horde.  Later, folks.",0
too hot,-1
I always get left out,-1
t enjoying,1
might start Spanish...any min now....nope just can`t do it! ****,0
t i dnt even care anymore,-1
"talkshow with Larry, then Cage?",0
****..,-1
stupid,-1
_Uh_Knee,0
I saw a squirrel get hit by a car while walking to bart this morning...wondering if there was anything I could have done.,0
just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh,0
At tempe marketplace waiting to see Star Trek.,0
all you have to do is have your boyfriend say something for me so i can hear his accent.,0
crappy,-1
Stuck on NJ Transit for the past twenty minutes. Great way to start the week,0
Playing 'The Simpsons Game' for Nitentdo DS Light *_*,0
Love,1
That`s exactly why I prefer to give money and play outside the house. Stupid Internet connection always ruining my instances!!!!  #wow,0
I am having a pretty good time at work talking **** with one on  the gymnastics gils,0
Just had an iced coffee. Christ that tasted nasty,-1
"haha, yeah I think it`s a bit of both",0
Angus down 3-1 in first set     http://yfrog.com/10jsep,0
steals,-1
HAPPY,1
I am missing him terribly.,-1
I don`t wanna be single the rest of my life,1
dancing,1
sad,-1
"is boiling in the office, air con any1 ?",0
I`m so ready for the weekend. Did you see all the flash flood warnings for around here?,0
The curse of justin strikes again.... Date the burton and end up screwed  poor sod,-1
"hmm. I`m disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.",0
not there but wish I were,0
l love,1
nothing wrong,1
pleasure so just fair warning,1
IBood DOWN,0
"J, sorry about the bad night, hopefully my workout updates gave you a little humor in your night..",0
_Kid congrats; im still jobless,0
heyyy! how are you todayy?!,0
Yucky!,-1
I`m a 100% Reagan con according to this quiz http://quizfarm.com/run.php/QuizRunner,0
good,1
So happy,1
can`t set up my phone on twitter,0
its to cold,-1
skint,-1
"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts",0
well,1
Sad,-1
"If you ever need some help with the Podcasters Emporium, let me know",0
Ok this is a lot more boring,-1
awesome,1
Congrats,1
"Hey.  I won`t be coming to town this weekend, because I don`t have a day off until next friday.",0
is so bored...,-1
_in_NH night bud,0
(SINGZ) SO I THINK IM JST ABT DONE BEING UR GIRRRLFRIEND....IM LEAVIN....IM LEAVIN! JST LOVE CM!,0
"hey! haha, yep! that was me! -1 comments get me reallllyyy mad; so i always defend them!  haha!",0
tired,-1
"i spent the whole day shopping with Aiza.  i don`t really like shopping.  still, i had fun but my feet didn`t",0
No one`s coming in,0
"it`s true, sorry david!",0
"my brain is gonna explode, a minute from now )",-1
bad,-1
d bad,-1
"_C I can`t find the original on blip.fm and the Ex Models version, not so much...",-1
fantastic.,1
Basil will be the highlight of my day. I`ve just had an old man lecture me on the greatness of the Telegraph. What an idiot,0
Happy,1
bored.,-1
!! lov,1
please,1
Wow Justin Timberlake on SNL tonight was hilarious! You gotta love that dude!,1
I so like,1
is going to cla,-1
Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note,-1
what!!!????  where are u guys going!?,0
but i love adriana,1
"thanks for the retweet,",1
kinda nice break,1
Fun,1
thinks Coast Capital sent her work number to telemarketers,0
Sorry!,-1
"Okay, as long as you`re all right.",0
Thank you for that!,1
My coffee got cold blah!,-1
enjoy,1
. I better get to see you. <3,1
hoping I can get some sleep tonight,1
. Woo!,1
"not sure if I can use my Neko tix for Sunday night.  may be offering them to someone else, you`ll all be the first to know if interested",0
finally leaving this place! woohoo! school time!,1
Waiting for Raimi`s new horror flick Drag Me To Hell. I`m really excited for this! Too bad it`s not in #amcmain in KC,0
That would be most welcome,1
Bored. (:|,-1
Sorry,-1
NOOOOOOOOOOOO!,-1
Got the CofO to late didn`t close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,0
Aww man I left all my laffy taffy`s at work,0
is way too sleepy to be awake,0
Hello Twitters,0
not having a good day,-1
Finally at home. Who decides it`s time for more work at 17:10 on the Friday of a long weekend... apparently my client.,0
cool,1
Ed is awake! But Andy doesn`t feel so hot so she`s still sleeping.,0
Wrong button  ... My music biz building that is.,0
sorry,-1
Drinking tea and eating choc chip cookies. Going to head to sleep soon! Night all,0
hate,-1
HAPPY,1
boo0o0o0o00oring,-1
"i luvvv this thing and am becoming quite the pro, but it gives me insane headaches.",0
best,1
****!,-1
Can`t wait.,1
special,1
creeping charlie is what happens when I neglect the yard for the whole spring!  Thanks- &  would LOVE to see yr dogs,0
I am working my way through a bottle of Excedrin. Maybe we are twins.,0
I Hate It,-1
Hank Thompson Ã¯Â¿Â½ The Big One Got Away -- hmm... how old do you have to be to remember THIS?  ? http://blip.fm/~5jboh,0
That`s really of sweet of you!,1
Running around town with Kathleen....she`s leaving me for a month..,0
I am too poor,-1
isn`t even room for people,-1
at work and tired just want to go to bed,0
"ohh. i didnt double tweet a while ago, did i? now i did.",0
":O Looking through my old stuff and found a record from my old band! Well,a band that I was in for about a month. Ever heard of  ?",0
special,1
I`m not a fan of,-1
SoCal!  stoked. or maybe not.. tomorrow,0
is feeling bad,-1
wants to increased my karma ~  http://plurk.com/p/suiva,0
oh no.... please... dont do that to yourself again,-1
lovelies.,1
love,1
i don`t have texting.....,0
worse,-1
"LOL, yeah I do it cuz it just seems that way sometimes don`****",0
you know what`s today? no? it`s the Star Wars day you ****!,0
right guys i have to go,0
"No offense, but have you thought about a career change?",0
I have ants in my apartment,0
_jenkins nothing yet,0
cheese and onion! or as my father says `cheese and minging`,0
saaaaaaaaaaaaaad,-1
e beautiful,1
Yes it does,0
good,1
"Can`t go out this weekend, 12 hours of exams next week prevent it  Got my uni summerball next Sat though, should be good!",0
naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they`re saying tho,0
"is up, slightly later than planned... gunna get this essay done 2day!!",0
amen to that brotha!,0
company policy. Has been for the last two places I`ve worked at,0
won`t need my hugs anymore,-1
Congratulations,1
always makes bad decisions,-1
Eating.,0
sucks,-1
Haha i bet a man did make heels! Im sorry you hurt though.  I hope you feel better!  ~Livelovesing~,0
gratitude and wishes you a magnificent & productive start to your day!,1
Omg they know so many words now where did the time go  here`s some of there words money ball keys.,0
lame!,-1
It`s about to get EPIC!,1
Just got home from dinner with my mommy and my new grandma. I`d rather be in Hollywood right now,0
_Cheshire_Cat_,0
"classics are timeless...dont believe me, check youtube, google, etc. Numbers dont lie & i actually performed it last night,",0
off to work now,0
**** if there is anytime I need my car... its now! Dammit,-1
crampsss...,-1
OH THAT`S GOOD!,1
You almost have as many viewers as the Live Eagle Cam on Ustream,0
". I think mine`s the best, but I`m biased",0
ME,0
"_xo hey hey, ur following me  ur gna relise that i tweet ALOT!! haha more than a normal person wud but im not normal",0
"sad,",-1
_in_Forks ::static:: I know! I`ve barely seen anyone since I got into Paris yesterday.  I`ve just been walking around.  ::static::,0
Is watching the final Underbelly,0
learned,1
dissapointed,-1
**** it...,-1
: re 'pot meet kettle' not so sure of that equation.,0
"sweetie pie, buttercup, married ppl share hehehehehe.....this includes ur shoe collection  I am trading UP!",0
I`m glad for you  I`m fine,1
its Monday and all is good,1
wooohooo! I`m fourth row back,0
a wonderfu,1
****.,-1
Trying to figure out how this works  ... BOO,0
ugh. i just want things to go back to normal. i miss my best friend,-1
collage. what is feminism?,0
at school right now,0
it`s midnight.,0
beyond despair.,-1
"hahaha this is super late, but thank you!!",0
4 i lose it,-1
good morning.,1
I love making money,1
Miss,-1
lol he does love spahkly gold things..,0
"Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl...",0
My wiki project is going to have to wait another month  But manager thinks I need loads of time to prepare + has halved my workload,0
lost,-1
not proud.,-1
always,0
sound great,1
Soooooooo What Happened To Power ForRea,0
Trouble in paradice,-1
So you`re the reason I can`t get a BoC,-1
"yeah, I also had to do a paper.. I only have one more final left: algebra.. & I take it on my birthday!!   (june 3)",0
i miss coffee,-1
It should take you back to colorado where you belong,0
hope,1
"I can`t open my eyes properly, maybe if i sleep for a lil` while longer it`ll fix itself",-1
"yep, itÃ¯Â¿Â½s Mothers Day here as well but me and my family ignore it!  weÃ¯Â¿Â½re celebrating it EVERY day ... LOL",0
Watching 'Hairspray',0
"It`s good they`re realistic, but I still don`t like thinking about it!!!",0
so glad i did not say hi to last night... i dont want the flu... but sry if you really do have it,0
No flame wars on this weeks episode?,0
"Strange, but true.",0
sick..,-1
"I mean i`m tired, and sooooo freakin in love with my .",0
being cautious is good.,1
"Hmmm go to sleep because i have to be up at 6 on a saturday  for work, or watch 2 more episodes of one tree hill? one tree hill i think!",0
I miss her so much,-1
I`m so sorry for your loss,-1
Not happy got a big choice to make,-1
best,1
_defcon1 I gather you guys continued the drinking after I left?,0
This is not good,-1
dont want to be though  wish i had slept in more,-1
bad,-1
hanging out in myrtle beach as a married man,0
Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...**** you microsoft...i want win 7,-1
ls  lo,1
"Yea, I really need to learn to reload my own",0
now i dont feel so good,-1
over him  finally,0
Having horrible nightmares not gonna go back to sleep,-1
Fakin` kisha...just my luck!,0
Fun times!,1
sucks,-1
"she`s smarter and classier. she`s perfect for him. and, IM NOT.",0
"sorry, I`m back.. food was calling my name..lol..all is good here  and HI! , sorry I haven`t said sooner",0
"aidan, please",0
Upset,-1
Getting ready for work... think I`m catching a cold  yay!! Now I gotta pull a 9 hour shift... holla at ya sometime tomorrow.. peace,0
woops,-1
ruilen?,0
o stupid,-1
They are people too,0
im probs gonna have to wait until it comes out on dvd  x,0
. Haha. Rite. Im freeeeeeee. Britneys spears listenin time.,0
Miss it already,-1
Swollen face.....again,-1
GAH!!,-1
sore back,-1
"hey adt, guess what. my princelple`s number plate is adtÃ¯Â¿Â½000 well its not 000, i just dunno the numbers.",0
Sad,-1
LA bound!!,0
VEGA UNDER FIREEEEEE,-1
"Energy steadily increasing, thankfully, but the cough isn`t going away.",0
love,1
bothered,1
"... you mean the fam , minus ahugs",0
"Thanks, Wookie-man.  I test stuff out on you. lol",1
good,1
Happy Mother`s Day,1
**** comes home & is going to make a mess of it..,-1
OMG at that Almost in our 40`s comment!!  Same Bday as Joe here...But I turn 40...OMG....lol,0
stronger,1
hurts!,-1
good,1
Church is in 8 hours! I better hurry up so I can get some sleep!,0
Well for one thing I might be branded a 'public menace' by the state.,0
best,1
"Repeat final seconds of Game 3 Dal-Den please! **** THOSE OFFICIALS. :| Anyway, happy mothers day.",0
"Woken up finally after a long night out, tea, toast and TV coming up...",0
thanks,1
more work to do,0
- redbull has the same amount of caffine in it as a cup of coffee. You`re theory is quashed Nicola,0
safe,1
ahahahahahahahaha,1
OK  Just a thought that occured to me...,0
On my flight headed 2 denver...see yall in a min,0
concert please explain? im intrigued,0
"_shediddy lol , you gotta share too",0
**** beautifuul!,1
got burnt up,-1
I forgot to put on sunblock before getting in the car,0
eat something!,0
You`ve got to love fly tippers: http://tinyurl.com/mt4opc  Worst I`ve seen is a dead mule dumped on Holmbury Hill.,0
We drove  summahkayy,0
I`m so sorry!.,-1
great,1
where u at?,0
"That little girl holly!  find some time! Aw, she`ll get loads of votes now I bet!",0
managed to crash,-1
did you watch it?,0
3 margs. Driving home in the rain now,0
intentando intentarlo ONCE AGAIN!,0
I did.`t Get tht.,0
y sadfaced,-1
disappointed.,-1
i think i ordered a few days after you. Maybe you got something that was on backorder?,0
Finally Ubuntu 9.04 arrived as a disc,0
Just burped at the same exact time as Steph LMFA0,0
d GREAT,1
Take that back on the cast...one dropped last night!,0
now it`s too late,-1
I`m already so hungry.,-1
"OR, just make someone walk on ur back?? I`m a professional back walker-on`er  I could use that too, on the lower regions!",0
love,1
headache,-1
happy,1
That happened to me once... only I wasn`t drunk. lol,0
I really need a job.,0
Good morning/afternoon/night to all.....studying as usual!,0
Slowest Friday eeeeevvveeerrrr,-1
lol @ kalahari.net marketing - 'may the 4th be with you',0
fmlllll,-1
I think me gettin a physical change,0
kill,-1
I normally dnt sleep until like 6  cud never sleep at night n ur entertainment,0
learning all about non-payment from a client.  For a new business this is a headache I was hoping to avoid,0
OK - so I can`t sleep...  Twitter it is,0
hypervenilating cuz i just watched keith urban`s new video!!!   trying to calm down and im realizing how far away august 13 is!!!!,0
grumble..,-1
"I was so close into entering Pogue `s book today ' World according to twitter' , yet now I seem so far.!!!!!!!!!!!!",0
sadly,-1
it was never to charge again.,-1
just woke up a little while ago i did sleep a couple of hours lol i`m wide awake now,0
bad,-1
i think i am going to cry now...,-1
Who thinks I should start doing iPhone App Development business? @ reply to win an EasyWriter Pro code!,0
I *really* want to go to the  concert tomorrow!!,0
cry,-1
but it is not,-1
Congrats!,1
hm... i don`t I can recommend any white chocolates though.. you have to move to the `dark` side first..,0
funny!,1
Congrats Hughesy to you and Holly on the safe arrival of Rafferty David Hughes! Hope all is well  xoxo,1
"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.",0
Ah....okay,0
Yeah it`s afireinside687,0
"Would like to remind people that I am OUT of Kansai Scene, and whatever the current issue is like, I have had nothing to do with it",-1
NICE. I want it. I`ll get the pirated. ) I MISS YOU,0
"This early in the morning, they probably won`t even need much make-up",0
my picture wont come up  it keeps saying thats a nice picture! but where is it??,0
good,1
"thanks for rubbing it in,",1
i got **** exam week this week,-1
never good,-1
"wow i`m tired... going to bed, GOOD NIGHT",0
Love,1
hate,-1
never noticed that before but you`re right! guess that`s because my heart is always dreaming of travel...,0
Hang in there. I can be there in about three more hours.,0
'we`ll do lunch'  uhh...indoors though we are having a thunderstorm rolling in,0
They ended up staying late  But how was ur night?? LOL,0
yep.  working on the post now,0
Shame,-1
"so ready for dc tomorrow, photo trippin`",0
miss,-1
Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?,0
disappointing report card,-1
don`t be worried! I`m safe and sound!  <3 you!,1
back from lunch and I just remembered I have to join the daily recap with JB,0
like,1
"haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away..",1
that would be a good choice,1
I feel real good now,1
Looking for a new laptop battery. Why are they so expensive??,0
hate:,-1
Awsome,1
s don`t paint a good picture,-1
AWESOME.,1
Forget completely abt uploading the assignemtn.   Only remmebered cos of ur twit,0
"haha, because I`m at 'work' and can`t read anything",0
"Um...no  We will most likely be inside a lot, maybe the skirt will work!",0
Its like I had a power nap.,0
Last day for our professional interns,0
Good night Tw,1
like a criminal with my cold.,-1
"went on a long 10 mile bike ride today, then it started raining",0
I found out about it a little late and couldn`t afford it,-1
But it was so good,-1
MISS THEM ALREADY,-1
did you drink too much? the best cure is a fry up,0
I see,0
"it`s more fun revising with others but you get distracted easier >.< yeah I`m tired,",0
enjoying,1
prepare yourself,0
****,-1
Its 11:11  make a wish,0
sorry,-1
OMG!!! That`s a nightmare,-1
stuck,-1
God i`m up early.,-1
"yes, yes it was",0
miss,-1
Went to get driver license and car licnse plates renewed.  My mechanic that does inspections out of town today.,0
"cant contain myself, tooooooo excited",1
Gotta get up early tomorrow...gotta be at work for 9,0
dreadfully,-1
"http://twitpic.com/4j8yk - Thelma, Rebeca, Fernanda Symonds, Fernanda Cordova",0
"Check and check!   And yes, I did (and am)!",0
"Caught up with apprentice last night, poor Howard, it was Lorraine`s turn to go",0
"i was listening to that earlier  and the other day, i was planning something with my friends and i said that. they were ...",0
"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them",0
_ i guess we will wait & see..,0
sweet november;,1
felt all hot `n sweaty   Was nice tho.,0
tired,-1
On the phone with the bank.,0
i hate it.,-1
I may shed a tear,-1
Tomorrow i mean anna,0
not really good,-1
"the good thing of having a fever is feeling cold, especially in such hot weather. I think I`m hallucinating lol  .",0
"If someone have a friendster profy!,.just add me!,.ayt!?,.lol!,.http://bit.ly/UsPlN !",0
Woot! lol  It`s gonna be hard to send this one ba,0
felt bad for the guy. haha im good  i miss you guys,0
Hope you get your car today   Hate anything that stops me from my work,0
here`s a quote for ya: jesus built a bridge with 2 boards and 3 nails.,0
wish,1
_fisher Hey!! How are u??did u got my reply??,0
pain?,-1
I cut my thumb on a broken coffee pot.,-1
I can`t,-1
that **** sucks,-1
1,1
studying for my exam tomorrow @ 2 & packin up!,0
little bit late,-1
lost,-1
I loveeee cashis  ms. Jenkins is my shitttt!!!,0
"At The Only with  and , but not with .",0
i can`t believe it...,0
Ugh RUDE!..,-1
its all over! no more high school,-1
You`re the one getting married on me,0
miss,-1
hello loves....,1
ur a poopy head,-1
movie out today but i cant go see it,-1
I know!! Yayy,0
i went to the doctor. i hav a virus.,0
Happy,1
**** IT! I want to see that movie sooo bad.  Don`t tell me anything. hehe.,0
LOL that`ll teach me to blindly trust amazon search results without reading!,0
best,1
"she`s mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn`t",0
I now know more than I ever wanted to know about the extinction of frogs,0
difficult,-1
Like you`re not enjoying the hell out if it.,0
I miss him,-1
"layenn down,uughh dunt feel well",-1
. The detalis can get a bit gruesome,-1
"Changed my hairstyle,but it isn`t good as it supposed to be N don`t wealth that much money..  hate that hairdresser~~",-1
Thank god for Starbucks,1
"flying is falling, getting distracted and missing the ground",0
y forgiving,1
lovely,1
s so amusing.,1
yes I am,0
spending the night with mom and Tommy.. just ordered Pizza Hut.. yum!,1
I am in total love,1
"mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full",0
TIGERS! WOO! YOU`RE MY BABY! omfg. cleveland was a blast.,1
395 votes for Hungary?What? But....but...the Nurburgring...  http://tinyurl.com/mtfye3,0
poor Stuart...    I was wonde,0
killed,-1
Whn r u goin to Europe,0
feels so refreshing,1
I LOVE music!!!,1
bad excuse,-1
pretty nice.,1
freakin,-1
"_DJ Xmas a week early? Hehe, at least you didn`t have to do any last min shopping",0
?,0
"Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people.",0
Stupid work Internet access restrictions,-1
love yo,1
i really wish i could make it!,1
aww...  try to rest na lang muna... ^^,0
That`s not too bad.  Good luck!,1
i feel sad for you elizabeth.,-1
Hey!  Who are you closest to among all the Disney stars?  [I`m a Filipno too. D],0
Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography,-1
happy mothers day,1
My sister got a lunch date and I don`t,0
.we just had to suffer,-1
worth,1
one upset daughter  in a bit..mr. Rat took a sudden turn for the worse and didn`t make it,-1
Watching QI on Dave - still quite bored! Not even Adam Davis can cheer me up.  And he`s quite funny.,0
Excellent!,1
you can vote once per day per computer,0
Lots of fun,1
I was nice!! I called you  lmao,1
#NAME?,0
chill,1
miss,-1
painful,-1
cancel,-1
", thanks",1
i love it,1
LOL!  That is just the way I was brought up.,0
tan.,-1
I can`t wait.,1
So hard to choose!!,-1
Great,1
looking forward to Ben`s baseball game tonight,0
"is @ school, we`re gonna learn how to use skype",0
. My feet are killing me,-1
"bloody awesome,",1
Class until 9:30  yes on a Friday night...,0
special,1
miss my hubby already!,-1
unbearable,-1
I have to go to work with out my  and,0
eating halls cuz i have a sour throte,0
? Nice!,1
Good Morning everybody and happy Mothers Day!!!!,1
i wanna go out,0
HAPPY FRIDAY,1
wants to eat baked tahong. It`s been a while. Really.  http://plurk.com/p/x24ke,0
Wonderful!,1
nice,1
sad..,-1
"It started out so lovely this morning,",1
Beautiful,1
Thanks,1
. i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead,0
"is singing in the rain. Cover your ears, people",0
highly amused,1
it was best for me,1
my phone just died on me  !! Can`t find my charger... my brother needs 2 stop taking mine without asking!!,-1
So over it!,0
Wow.....I`ve been stood up  Might as well go to work.,0
gutted to be at work,-1
i wanna good breakfast,1
"Who out there loves the soup. I do, I do.",1
tired,-1
_carter  we can`t see the video it`s private,0
"hmm  is following me and to think, they declined thehodge.co.uk for inclusion into there network",0
When are you coming to Indianapolis  !?!?,0
Oh no... that bird is back,-1
did your car get towed? Thats what happened to redgie`s car last time he went there  another reason why i don`t like splashtown,0
like,1
I`m sad.,-1
Twitter stop being a ****,-1
doesn`t want to go to work..,-1
",,, hey mom,,",0
"Have a great show Doug, have fun. Im sorry that I wont be there to watch you",0
smells like dead fish,-1
bored out of my mind,-1
Algebra test in three hours!,0
upset,-1
Hey  'keep clear',0
loving,1
sadness!,-1
nervous,-1
poor dog! He,-1
I walk to & from work...about 25 mins...think that makes it worse   Improves once indoors tho.,0
This class is really long,-1
you taste so good,1
"A nice,",1
On my way to school!,0
#heartbreak,-1
you make me sad.,-1
Summer makes me feel ugly  all the pretty people are out showin off their good genes  **** them to hell!!!,0
delicious,1
sad,-1
Congrat,1
the lights killed the mood,-1
"More than welcome...would love to do more physically, but family life doesn`t allow",0
death,-1
uprooted,-1
"- oh, COOL!! D. I`m going to like a bunchh of JB shows this summer... I am so broke now though  haha",0
I hope,1
Smith/Amherst mini-reunion last night was fun- how i miss the old days,0
Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I`m already dead tired = very bad.,0
touche,1
**** IT!!,-1
Too bad,-1
"yay, short stack episode 20 is being recorded on tuesday",0
OMG that little girl on BGT!!,0
"haha, dork  was it good, then?",0
Yum! Whole box of cookies for me,1
and you. okaaaay,0
Off to school. Who knows what to expect? Bring on life and all of it`s suprises!,0
love,1
AHHHH my keyboards getting worse :/,-1
like,1
"Yeah, I`ve never seen that! But, I guess I`ve never really needed it.",0
Eating ice cream at swensens,0
"ItÃ¯Â¿Â½s a beautiful blog, but IÃ¯Â¿Â½m not able to acess it anymore!!",0
"I`ve got to meet him tomorrow, midday and hopefully, fingers crossed, it`ll all be sorted. My head is still hurting though.",0
